group,type,text,aggression,sentiment,behavior
esxiargs,notes,"html lang en head title how to restore your files title head body h1 how to restore your files h1 p strong u security alert!!! u strong p p we hacked your company successfully p p all files have been stolen and encrypted by us p p if you want to restore files or avoid file leaks, please send b 2.0781 b bitcoins to the wallet b 1pafdd9fwqrwg4vccguy27vtw8xpzmuf1d b p p if money is received, encryption key will be available on b tox id: d6c324719ad0aa50a54e4f8ded8e8220d8698dd67b218b5429466c40e7f72657c015d86c7e4a b p p strong u attention!!! u strong p p send money within 3 days, otherwise we will expose some data and raise the price p p don't try to decrypt important files, it may damage your files p p don't trust who can decrypt, they are liars, no one can decrypt without key file p p if you don't send bitcoins, we will notify your customers of the data breach by email and text message p p and sell your data to your opponents or criminals, data may be made release p p strong u note u strong p p ssh is turned on p p firewall is disabled p br body html",2,-0.39,cold threat
lapiovra,notes,"--- welcome. again. --- [ ] whats happen? [ ] , and currently unavailable. you can check it: all files on your system has extension [rand]. by the way, everything is possible to recover restore , but . otherwise, you cant return your data never . [ ] [ ] its just a business. we absolutely do not care about you and your deals, except getting benefits. if we do not do our work and liabilities - nobody will not cooperate with us. its not in our interests. to check the ability of returning files, you should go to our website. there . that is our guarantee. if you will not cooperate with our service - for us, its does not matter. but you will lose your time and data, cause just we have the private key. in practise - time is much more valuable than money. [ ] how to get access on website? [ ] you have two ways: 1 [recommended] using a tor browser! a download and install tor browser from this site: https: torproject.org b open our website: http: et22fibzuzfyzgurm35sttm52qbzvdgzy5qhzy46a3gmkrrht3lec5ad.onion warning: secondary website can be blocked, thats why first variant much better and more available. when you open our website, put the following data in the input form: key: [snip] ----------------------------------------------------------------------------------------- !!! danger !!! dont try to change files by yourself, dont use any third party software for restoring your data or antivirus solutions - its may entail damge of the private key and, as result, the loss all data. !!! !!! !!! one more time: its in your interests to get your files back. from our side, we the best specialists make everything for restoring, but please should not interfere.",1,-0.64,cold threat
raworld,notes,"ra world ---- notification your data are stolen and encrypted when you read this letter. we have copied all data to our server. don't worry, your data will not be made public if you do what i want. but if you don't pay, we will release the data, contact your customers and regulators and destroy your system again. we can decrypt some files to prove that the decrypt tool works correctly. what we want? contact us, pay for ransom. if you pay, we will provide you the programs for decryption and we will delete your data where on our servers. if not, we will leak your datas and your company will appear in the shame list below. if not, we will email to your customers and report to supervisory authority. how contact us? we use qtox to contact, you can download qtox from office website: https: qtox.github.io our qtox id is: 358ac0f6c813dd4fd243524f040e2f77969278274bd8a8945b5041a249786e32cc784580f2ec we have no other contacts. if there is no contact within 3 days, you will appear on our website and we will make sample files public. if there is no contact within 7 days, we will stop communicating and release data in batches. the longer time, the higher ransom. ra world office site: [permanent address] http: raworldw32b2qxevn3gp63pvibgixr4v75z62etlptg3u3pmajwra4ad.onion [temporary address] http: 161.35.200.18 sample files release link: sample files: https: gofile.io d [snip] unpay victim lists you'll be here too if you don't pay! more and more people will get your files! [snip] you can use tor browser to open .onion url. ger more information from tor office website: https: www.torproject.org",3,-0.44,pragmatic
blackhunt,notes,"!doctype html html lang en head meta charset utf-8 meta name viewport content width device-width, initial-scale 1.0 meta http-equiv x-ua-compatible content ie 9 meta charset utf-8 hta:application icon windowstate maximize scroll no selection yes contextmenu no caption yes sysmenu no innerborder yes showintaskbar yes singleinstance yes meta name viewport content width device-width,initial-scale 1.0 style a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,code,dd,del,details,dfn,div,dl,dt,em,embed,fieldset,figcaption,figure,footer,form,h1,h2,h3,h4,h5,h6,header,hgroup,html,i,iframe,img,ins,kbd,label,legend,li,mark,menu,nav,object,ol,output,p,pre,q,ruby,s,samp,section,small,span,strike,strong,sub,summary,sup,table,tbody,td,tfoot,th,thead,time,tr,tt,u,ul,var,video margin:0;padding:0;border:0;font-size:100 ;font:inherit;vertical-align:baseline article,aside,details,figcaption,figure,footer,header,hgroup,menu,nav,section display:block body line-height:1 ol,ul list-style:none blockquote,q quotes:none blockquote:after,blockquote:before,q:after,q:before content:'';content:none table border-collapse:collapse;border-spacing:0 style style body,html background-color: dadada;font-family:'segoe ui',tahoma,geneva,verdana,sans-serif;font-weight:600;font-size:16px a text-decoration:none;color: 0483ab div.header margin-top:15px;margin-bottom:5px;width:100 div.header h1 width:97 ;text-align:left;font-size:30px;font-weight:900;margin:auto div.header h1 span black display:inline-block;color: 000;margin-right:0;padding:2px 2px div.header h1 span hunter display:inline-block;color: e90303;background-color: 000;padding:2px 8px;margin-left:0 div.header h1 span hunter span version font-size:12px div.message div.head-encrypted-msg width:100 div.message div.head-encrypted-msg h1 font-size:330 ;width:97 ;margin:auto;text-align:center;font-weight:700 div.message div.head-encrypted-msg h1 span display:inline-block;color: 000;background-color: e90303;padding:0 8px 0 8px;margin-right:3px div.message div.head-attention-msg width:97 ;margin:auto;text-align:center;margin-top:1 ;border:1px solid e90303;background-color: f1caca;border-radius:5px;font-size:250 ;padding-top:10px;padding-bottom:10px div.message div.head-attention-msg p margin-bottom:.5 div.message div.head-attention-msg p span color: e90303 div.content margin:auto;margin-top:2 div.content div.content-head-msg font-size:32px;text-align:left;font-weight:600 div.content div.content-boxes margin:auto;margin-top:2 div.content div.box width:96 ;margin:auto;border-radius:5px;margin-bottom:30px div.content div.content-left-box background-color: c5cfd8;padding:40px 0 40px 20px;font-size:24px;position:relative;border-left:15px solid 1878cf div.content div.content-left-box h3.left-box-title background-color: 1878cf;display:inline-block;padding:10px 10px;border-radius:5px;color: fff;position:absolute;top:-22px;margin-left:auto;margin-right:auto;left:0;right:0;width:20 ;text-align:center div.content div.content-left-box div.content-contact-directly font-weight:600!important;line-height:1.4em div.content div.content-left-box div.content-contact-directly h4 font-size:24px;font-weight:500;margin-top:8px div.content div.content-left-box div.content-contact-directly h4 tox font-weight:600;display:inline-block;margin-left:3px div.content div.content-left-box div.content-contact-directly div.tox-id margin-left:6 div.content div.content-left-box div.content-contact-directly h4 tox-id font-size:24px div.content div.content-left-box div.content-contact-directly p tox-id-p font-size:16px div.content div.content-left-box div.content-contact-directly h4 download-tox display:inline-block;margin-left:6 div.content div.content-left-box div.content-contact-directly p download-tox-p display:inline-block div.content div.content-left-box div.content-contact-directly h4 email display:inline-block;font-weight:600;margin-left:3px div.content div.content-left-box div.content-contact-directly p email-p display:inline-block;font-size:24px;margin-left:8px div.content div.content-left-box div.content-contact-directly h4 user-id font-weight:500;margin-left:3px div.content div.content-left-box div.content-contact-directly h4 user-id span color: e90303 div.content div.content-left-box div.content-contact-tor margin-top:50px;font-weight:600!important div.content div.content-left-box div.content-contact-tor h3 font-size:24px div.content div.content-left-box div.content-contact-tor h3 span color: e90303 div.content div.content-left-box div.content-contact-tor div.content-tor-inside margin-left:6;margin-top:10px div.content div.content-left-box div.content-contact-tor div.content-tor-inside p margin-top:8px div.content div.content-left-box div.content-contact-tor div.content-tor-inside p img position:relative;bottom:-3px div.content div.content-right-box background-color: efb0b0;padding:40px 0 40px 20px;font-size:24px;position:relative;border-left:15px solid e90303 div.content div.content-right-box h3.right-box-title background-color: e90303;display:inline-block;padding:10px 10px;border-radius:5px;color: fff;position:absolute;top:-22px;margin-left:auto;margin-right:auto;left:0;right:0;width:20 ;text-align:center div.content div.content-right-box p color: 000;font-size:22px;font-weight:600;margin-top:9px;line-height:1.4em div.content div.content-left-box p color: 000;font-size:22px;font-weight:600;margin-top:9px;line-height:1.4em div.content div.content-left-box p span color: e90303;font-weight:700;font-size:24px style title black hunt title head body div class header h1 img src data:image png;base64,ivborw0kggoaaaansuheugaaaimaaaawcayaaadjni waaaacxbiwxmaac4jaaauiwf4pt92aaalpwluwhrytuw6y29tlmfkb2jllnhtcaaaaaaapd94cgfja2v0igjlz2lupslvu78iiglkpsjxnu0wtxbdzwhpshpyzvn6tlrjemtjowqipz4gphg6eg1wbwv0ysb4bwxuczp4psjhzg9iztpuczptzxrhlyigedp4bxb0az0iqwrvymugwe1qienvcmugni4wlwmwmdignzkumty0ndywlcaymdiwlza1lzeylte2oja0oje3icagicagicaipia8cmrmoljerib4bwxuczpyzgy9imh0dha6ly93d3cudzmub3jnlze5otkvmdivmjitcmrmlxn5bnrhec1ucymipia8cmrmokrlc2nyaxb0aw9uihjkzjphym91dd0iiib4bwxuczp4bxa9imh0dha6ly9ucy5hzg9izs5jb20vegfwlzeumc8iihhtbg5zomrjpsjodhrwoi8vchvybc5vcmcvzgmvzwxlbwvudhmvms4xlyigeg1sbnm6eg1wtu09imh0dha6ly9ucy5hzg9izs5jb20vegfwlzeumc9tbs8iihhtbg5zonn0rxz0psjodhrwoi8vbnmuywrvymuuy29tl3hhcc8xljavc1r5cguvumvzb3vyy2vfdmvudcmiihhtbg5zonn0umvmpsjodhrwoi8vbnmuywrvymuuy29tl3hhcc8xljavc1r5cguvumvzb3vyy2vszwyjiib4bwxuczpwag90b3nob3a9imh0dha6ly9ucy5hzg9izs5jb20vcghvdg9zag9wlzeumc8iihhtbg5zonrpzmy9imh0dha6ly9ucy5hzg9izs5jb20vdglmzi8xljaviib4bwxuczpleglmpsjodhrwoi8vbnmuywrvymuuy29tl2v4awyvms4wlyigeg1woknyzwf0b3jub29spsjbzg9izsbqag90b3nob3agmjeumiaov2luzg93cykiihhtcdpdcmvhdgveyxrlpsiymdiyltewltezvdeyojmyojaykzazojmwiib4bxa6twv0ywrhdgfeyxrlpsiymdizlta0lta3vda0ojixoji1kza0ojmwiib4bxa6tw9kawz5rgf0zt0imjaymy0wnc0wn1qwndoymtoynsswndozmcigzgm6zm9ybwf0psjpbwfnzs9wbmciihhtce1nokluc3rhbmnlsuq9inhtcc5pawq6ngriotq5ogitytg5mi0ymtrjltliyzgtztzlmdm3ztyzymjkiib4bxbnttpeb2n1bwvudelepsjhzg9iztpkb2npzdpwag90b3nob3a6zgvlodiynjgtmda3ni0wndq2lwfjmgetmzk2oty3mza0ytdjiib4bxbnttppcmlnaw5hbervy3vtzw50suq9inhtcc5kawq6mjcymza2njctzdm0zc1lmjrmlwjlntutmdqymwy2mmy3zwi1iibwag90b3nob3a6q29sb3jnb2rlpsiziibwag90b3nob3a6sunduhjvzmlszt0ic1jhqibjrum2mtk2ni0yljeiihrpzmy6t3jpzw50yxrpb249ijeiihrpzmy6wfjlc29sdxrpb249ijmwmdawmdavmtawmdaiihrpzmy6wvjlc29sdxrpb249ijmwmdawmdavmtawmdaiihrpzmy6umvzb2x1dglvblvuaxq9ijiiigv4awy6q29sb3jtcgfjzt0imsigzxhpzjpqaxhlbfheaw1lbnnpb249ijq0osigzxhpzjpqaxhlbfleaw1lbnnpb249ijg5ij4gphhtce1nokhpc3rvcnk idxyzgy6u2vxpia8cmrmomxpihn0rxz0omfjdglvbj0iy3jlyxrlzcigc3rfdnq6aw5zdgfuy2vjrd0ieg1wlmlpzdoynzizmdy2ny1kmzrklwuyngytymu1ns0wndixzjyyzjdlyjuiihn0rxz0ondozw49ijiwmjitmtatmtnumti6mzi6mdirmdm6mzaiihn0rxz0onnvznr3yxjlqwdlbnq9ikfkb2jlifbob3rvc2hvccayms4yichxaw5kb3dzksivpia8cmrmomxpihn0rxz0omfjdglvbj0ic2f2zwqiihn0rxz0omluc3rhbmnlsuq9inhtcc5pawq6nzu5mzvkmtmtyjm0os02ztrilwiwodctyzc5ztjmzgninzgwiibzdev2ddp3agvupsiymdiyltewltezvdeyojmyoje0kzazojmwiibzdev2ddpzb2z0d2fyzufnzw50psjbzg9izsbqag90b3nob3agmjeumiaov2luzg93cykiihn0rxz0omnoyw5nzwq9ii8ilz4gphjkzjpsasbzdev2ddphy3rpb249innhdmvkiibzdev2ddppbnn0yw5jzulepsj4bxauawlkomjimmzimmmylwrjndutmze0yy1immqxlwrjnzflzguwnwjlysigc3rfdnq6d2hlbj0imjaymy0wnc0wn1qwndoymtoynsswndozmcigc3rfdnq6c29mdhdhcmvbz2vudd0iqwrvymugughvdg9zag9widixljigkfdpbmrvd3mpiibzdev2ddpjagfuz2vkpsivii8 idxyzgy6bgkgc3rfdnq6ywn0aw9upsjjb252zxj0zwqiihn0rxz0onbhcmftzxrlcnm9imzyb20gyxbwbgljyxrpb24vdm5klmfkb2jllnbob3rvc2hvccb0bybpbwfnzs9wbmcilz4gphjkzjpsasbzdev2ddphy3rpb249imrlcml2zwqiihn0rxz0onbhcmftzxrlcnm9imnvbnzlcnrlzcbmcm9tigfwcgxpy2f0aw9ul3zuzc5hzg9izs5wag90b3nob3agdg8gaw1hz2uvcg5nii8 idxyzgy6bgkgc3rfdnq6ywn0aw9upsjzyxzlzcigc3rfdnq6aw5zdgfuy2vjrd0ieg1wlmlpzdo0zgi5ndk4yi1hodkyltixngmtowjjoc1lnmuwmzdlnjniymqiihn0rxz0ondozw49ijiwmjmtmdqtmddumdq6mje6mjurmdq6mzaiihn0rxz0onnvznr3yxjlqwdlbnq9ikfkb2jlifbob3rvc2hvccayms4yichxaw5kb3dzksigc3rfdnq6y2hhbmdlzd0ilyivpia8l3jkzjptzxe idwveg1wtu06sglzdg9yet4gphhtce1nokrlcml2zwrgcm9tihn0umvmomluc3rhbmnlsuq9inhtcc5pawq6ymiyzmiyyzitzgm0ns0zmtrjlwiyzdetzgm3mwvkzta1ymvhiibzdfjlzjpkb2n1bwvudelepsjhzg9iztpkb2npzdpwag90b3nob3a6ytu3nzljmgqtyzi3zi05zjq2lwjmmjgtyjq2mzizzjq5zjqxiibzdfjlzjpvcmlnaw5hbervy3vtzw50suq9inhtcc5kawq6mjcymza2njctzdm0zc1lmjrmlwjlntutmdqymwy2mmy3zwi1ii8 idxwag90b3nob3a6vgv4dexhewvycz4gphjkzjpcywc idxyzgy6bgkgcghvdg9zag9wokxhewvytmftzt0ishvudcagiibwag90b3nob3a6tgf5zxjuzxh0psjidw50icailz4gphjkzjpsasbwag90b3nob3a6tgf5zxjoyw1lpsjcbgfjayagiibwag90b3nob3a6tgf5zxjuzxh0psjcbgfjayagii8 idxyzgy6bgkgcghvdg9zag9wokxhewvytmftzt0imi4wiibwag90b3nob3a6tgf5zxjuzxh0psiyljailz4gpc9yzgy6qmfnpia8l3bob3rvc2hvcdpuzxh0tgf5zxjzpia8l3jkzjpezxnjcmlwdglvbj4gpc9yzgy6ukrgpia8l3g6eg1wbwv0yt4gpd94cgfja2v0igvuzd0icii pvfkmoaaaas2surbvgje7vq ixnbfm55vqrtlle2itoebpihpeghb4lbdfab9gm2snhciu0qm1x rsz0eehww8likfrbqxeruwovsrsqdvbeho vpd2ci4buqx83lgz82pnfe 9b2zsy o8tsuwbc7xx54ulydvdt8dfhwj6pfzf4kvdq f9fmnmncigalabgp9rixjb5chmg xv88l8jqebbwy0d1ql0a9dpmsl0ao4amj7ykomfdiqxxqmozqiowvjpvnldwxg5ie7sor7ykomediqxpyomled6g3okgyyaengaq4yrdf94u293nf4tif17xdfiw qmlfzzusgrnjx8tug4v9v2rcg6jdeshcqtc85w80pcj1mvgsg dqu 4dlkamulyaws46fa71nh9t i8flytmurrhverjsmhh0tihkh4krtjazbhztr5lyjrz0tg0qzlt g7o e zdg2fvhdmpoi2txbx9hjqo9vmaz7jpx8 kja p8yix5sokjusmgqbyrhnhjzecmmv5ayik08kksysp5h1mkj5x1bfzorqkjzgfk7jrxx2gerhj9vu9jpicp5yw pf17v3 htkydda4kmswccfpekvtystdw2aomaqwvw8m7pglsurisj 9gdhxewsdhznd2hkuilnf14jkb2soj9a gfuvge2jpikj7bagximrwez0fi8zk913y0mrl ailcijasaqaa4bldr 7oqve8d153cf4ugudlkwk81 djc2yqyq4i94z46xbdiknokec9oinhhtc yaswsjlhbajlaca2ua5kueykwhrnoyzcenhjacrbty8iq5ek0oh8dgztrlavvpupnzmhurwxvijgi0a8xoygaqgrqwr7zydxwdn2v9hn3oxvddckg08fsciemtkfjmebkwtidd6h8sswp0 gjfcujyks sjwvs14qdgmp4wxl8yj7orxhbqcgrjlpbaeogz7 rmsp4eklsbtkiejtn09vlw wun8oybpkyaaql1ekaoa6ixeiknscesppg4qjxyznhktq4zwabkmahmeweir 9bswyeihoeb4phvmdtv7waeb3ayozaiicidnybunksgvfhrpovgob4o4je1ydayterh6y fddygzctklmop3vnq easwghzfsajcq8rg bre6srekflvepdqlhpic0nplbj8ujhewhhw7xjtjoj49zyvf0bgz7ukwa5oz4liismv0ynctjid4io86akeeqlyloeqew2ojlcfpmo5jth6yvlrx0dyopbt1t9codqpq5yp0ft8nmthoao1xemkrrio5eixfga14rl9e8h kendykf1eu3jk8rjk2lqpcycc9vesf1ummjm4xqnjdm6eie9hci yn 3r4xeb0wpgpwip41danuk3kzkgrh0ctmhgqcmozqzxo2bw1qjqo 91dklel9w8dyftqzi3r04qvcrtttw2oiakkoztrpksthwz3jtjezfqlzvfiizjydispu4ri2cgr995wyavvj pn6w ppac6zhgein5trm9fvrk1a1kq6a6q9movqrom2hy6bdfrfn4bot1eicm5 9nbg4dpw9tekx46v2tywsyf 4cvuevs4quaaaaasuvork5cyii alt h1 div div class message div class head-encrypted-msg h1 your span whole network span has been penetrated by span black hunt span ! h1 div div class head-attention-msg p we also have uploaded your sensitive data, which we will leak or sell in case of no cooperation! p p span restore your data possible only buying private key from us span p div div div class content div class content-boxes div class content-right-box box h3 class right-box-title attention h3 p remember, there are many middle man services out there pretending that they can recover or decrypt your files , whom neither will contact us or scam you, remember we are first and last solution for your files otherwise you will only waste money and time p p trying to decrypt your files without our decryptor and through third party softwares will make your files completely useless, there is no third party decryptor since we are the only key holders p p we have uploaded many critical data and information from your machines , we won't leak or sell any of them in case of successful corporation, however if we don't hear from you in 14 days we will either sell or leak your data in many forums p p p p remain all of your files untouched, do not change their name, extension and... p div div class content-left-box box h3 class left-box-title contact us h3 p your system is offline. in order to contact us you can email this address span dectokyo onionmail.org span this id span [snip] span for the title of your email. p p if you weren't able to contact us whitin 24 hours please email: span dectokyo cock.li , telegram : tokyosupp span p p check your data situation in a href span http: sdjf982lkjsdvcjlksaf2kjhlksvvnktyoiasuc92lf.onion span a p div div div body html",2,-0.06,pragmatic
nightspire,notes,"dear management, if you are reading this message, it means that: - your network infrastructure has been compromised, - sensetive data was leaked, - files are encrypted -------------------------------------------------------------------------- the best and only thing you can do is to contact us to settle the matter before any losses occurs. onion site: http: nspireyzmvapgiwgtuoznlafqvlyz7ey6himtgn5bdvdcowfyto3yryd.onion proton mail: night.spire.team proton.me -------------------------------------------------------------------------- 1. the following is strictly forbidden 1.1 editing files. renaming files could damage the cipher and decryption will be impossible. 1.2 using third-party software. trying to recover with any software can also break the cipher and file recovery will become a problem. -------------------------------------------------------------------------------------------------- 2. explanation of the situation 2.1 what happened we encrypted your workstations and servers to make the fact of the intrusion visible and to prevent you from hiding sensetive data leaks. we have already downloaded a huge amount of sensetive data and analyzed it. now its fate is up to you, it will either be deleted or sold, or shared with the media. 2.2 valuable data we usually steal: - databases, legal documents, personal information. - audit reports. - audit sql database - any financial documents statements, invoices, accounting, transfers etc. . - work files and corporate correspondence. - any backups. - confidential documents. 2.3 to do list best practies - contact us as soon as possible. - contact us only in our live chat, otherwise you can run into scammers. - purchase our decryption tool and decrypt your files. there is no other way to do this. - realize that dealing with us is the shortest way to success and secrecy. - give up the idea of using decryption help programs, otherwise you will destroy the system permanently. - avoid any third-party negotiators and recovery groups. they can become the source of leaks. -------------------------------------------------------------------------------------------------- 3. possible decisions 3.1 not making the deal - after 5 days starting tomorrow your leaked data will be disclosed or sold. - we will also send the data to all interested supervisory organizations and the media. - decryption key will be deleted permanently and recovery will be impossible. - losses from the situation can be measured based on your annual budget. 3.2 making the win-win deal - you will get the only working decryption tool and the how-to-use manual. - you will get our guarantees with log provided of non-recovarable deletion of all your leaked data. - you will get our guarantees of secrecy and removal of all traces related to the deal in the internet. - you will get our security report on how to fix your security breaches. -------------------------------------------------------------------------------------------------- 4. how to contact us 4.1 download and install tor browser https: torproject.org 4.2 go to our contact form website at http: nspireyzmvapgiwgtuoznlafqvlyz7ey6himtgn5bdvdcowfyto3yryd.onion contact.php 4.3 you can request sample files chat to review leaked data samples. 4.4 in case tor browser is restricted in your area use vpn services. 4.5 all leaked data samples will be disclosed in 7 days if you remain silent. 4.6 your decryption keys will be permanently destroyed at the moment the leaked data is disclosed. -------------------------------------------------------------------------------------------------- 5. responsibility 5.1 breaking critical points of this offer will cause: - deletion of your decryption keys. - immediate sale or complete disclosure of your leaked data. - notification of government supervision agencies, your competitors and clients. --------------------------------------------------------------------------------------------------",4,-0.56,hostile
nightspire,notes,"hi, your hotel is hacked! your servers and files are locked and copied. remember! we also locked files in onedrive. and we did not change the extensions of files in onedrive. you cannot decrypt yourself without our key, even you're using third party software or from help of security companies. please do not waste your time. your files will be easily decrypted with pay. never worry. we're waiting here with uuid [snip] method : nightspireteam.receiver onionmail.org method 1 : our qtox id 3b61cfd6e12d789a439816e1de08cfda58d76eb0b26585aa34cda617c41d5943cdd15db0b7e6 method 2 : browse our onion site with tor browser http: nspiremkiq44zcxjbgvab4mdedyh2pzj5kzbmvftcugq3mczx3dqogid.onion http: a2lyiiaq4n74tlgz4fk3ft4akolapfrzk772dk24iq32cznjsmzpanqd.onion we're waiting here with uuid [snip]",0,-0.27,pragmatic
vicesociety,notes,"all by vice society all your important documents, photos, databases were stolen and encrypted. if you do not contact us in 7 days we will upload your files to darknet! the only method of recovering files is to purchase an unique private key. we are the only who can give you tool to recover your files. to proove that we have the key and it works you can send us 2 files and we decrypt it for free not more than 2 mb each . this file should be not valuable! write to email: coryfrempton onionmail .org alternative email: danytron onionmail .org v-society.official onionmail .org attention! do not rename encrypted files. do not try to decrypt your data using third party software, it may cause permanent data loss. decryption of your files with the help of third parties may cause increased price they add their fee to ours or you can become a victim of a scam. visit our website 4hzyuotli6maqa4u .onion use tor browser to open",1,-0.22,pragmatic
redalert,notes,"hello, [snip] your network was penterated we have encrypted your files and stole large amount of sensitive data, including: - nda contracts and data - financial documents, payrolls, bank statements - employee data, personal documents, ssn, dl, cc - customer data, contracts, purchase agreements, etc. - credentials to local and remote devices and more... encryption is reverssible process, your data can be easily recovered with our help we offer you to purchase special decryption software, payment includes decryptor, key for it and erasure of stolen data if you understand all seriousness of this sutation and ready to cooperate with us, follow the next steps: 1 download tor browser from https: torproject.org 2 install and launch tor browser 3 visit our webpage: http: gwvueqclwkz3h7u75cks2wmrwymg3qemfyoyqs7vexkx7lhlteagmsyd.onion on our webpage you will be able to purchase decryptor, chat with our support and decrypt few files for free if you won't contact us in 72h we will start publishing stolen data in our blog part by part, ddos site of your company and call employees of your company we have analyzed financial documentation of your company so we will offer you the appropriate price to avoid data loss and rising of the additional costs: 1 don't modify contents of the encrypted files 2 don't inform local authorities about this incident before the end of our deal 3 don't hire recovery companies to negotiate with us we guarantee that our dialogue will remain private and third-parties will never know about our deal redalert unique identifier start",1,0.19,pragmatic
lilith,notes,"all your important files have been encrypted and stolen! contact us for price and get decryption software. you have 3 days to contact us for negotiation. if you don't contact within three days, we'll start leaking data. 1 contact our tox. tox download address: hxxps: tox.chat our poison id: [snip] note that this server is available via tor browser only follow the instructions to open the link: 1. type the addres hxxps: www.torproject.org in your internet browser. it opens the tor site. 2. press download tor , then press download tor browser bundle , install and run it. 3. now you have tor browser. in the tor browser open : http: yeuajcizwytgmrntijhxphs6wn5txp2prs6rpndafbsapek3zd4ubcid.onion",1,-0.4,cold threat
abysslocker,notes,"we are the abyss. your company servers are crypted and your data has been stolen to our servers. good news for you: 1 we can restore your entire system. 2 we are not interested in publishing your information. 3 our motivation is purely financial. 4 we are open to negotiations. 5 we are ready to maintain complete confidentiality of this incident. let's explain the further steps in the situation: you can seek help from authorities - unfortunately, this path will not lead to a constructive resolution of the situation. they will not assist you with decryption, seize your servers for opsec, and your company's operations will be halted. subsequently, the date will be disclosed, leading to fines, legal actions, and reputational damage. or you initiate negotiations with us, and we reach a mutually beneficial and constructive solution for both parties. you pay a specified amount and receive the full decryption, support throughout the decryption process, proofs that all information on our servers has been deleted, and a guarantee that it will never resurface, ensuring no one learns about this incident. to initiate negotiations, please download the tor browser using their official website: https: www.torproject.org use these credentials to enter the chat for text negotiation: http: jqlcrn2fsfvxlngdq53rqyrwtwfrulup74xyle54bsvo3l2kgpeeijid.onion [snip] there will be no bad news for your company after successful negotiations for both sides. but there will be plenty of those bad news if case of failed negotiations, so don t think about how to avoid it. just focus on negotiations, payment and decryption to make all of your problems solved by our specialists within 1 day after payment received: servers and data restored, everything will work good as new.",2,-0.39,cold threat
clop,notes,"hello, [snip] !!!. we are cl0p group. if you don't know us, search on google. your company's data has been compromised through your cleo system. we own it now. to do this, you need to download the tor browser https: www.torproject.org download you can read about us here cl0p - leaks http: santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion using a vulnerability in platform systems cleo harmony, vltrader and lexicom we gained access to your networks and downloaded all the information from your servers. we do not want to make this public or spread your confidential information, we are only interested in money. we are not interested in political speak just money and money will bring this to finish. unique link to chat generated for your company: http: htmxyptur5wfjrd7uvg23snupub2pbtlfelk45n37b3augl2w4eearid.onion remote0 [snip] do not forget to use tor browser we soon show you the files we have and amount. if you pay, data is deleted, we disappear and you never need worry on this again. if you don't pay, you data will publish on our blog. how much to pay? of you revenues and how much data we take. speak on chat. fast reply will receive discount. i. payment - bitcoin wallet is provided when you validate the ready to pay; ii. participation of third-parties ii.i not allowed iii. what guarantee - all data deleted with high secure tools and video provided - all publishing stop and cancel - any backdoor disclose - never attack you again - all discussion delete do you have our data? - yes. ask for list of data and samples how much time to speak to you? - 10 days i need discount? - come with offer. low ball increase price. quick answer deserve some discount. discuss on chat. what cryptocurrency? - we take bitcoin and monero. speed of discuss? - do not stay silent and speak quick min one time a day. contact us via email or chat url here: unlock he1p-me.com unlock cl-leaks.com support he1p-center.com cl0p - leaks 2020 - 2024",3,-0.34,pragmatic
clop,notes,"your network has been penetrated. all files on each host in the network have been encrypted with a strong algorithm. backups were either encrypted or deleted or backup disks were formatted. shadow copies also removed, so f8 or any other methods may damage encrypted data but not recover. we exclusively have decryption software for your situation no decryption software is available in the public. do not reset or shutdown files may be damaged. do not rename or move the encrypted and readme files. do not delete readme files. this may lead to the impossibility of recovery of the certain files. photorec, rannohdecryptor etc. repair tools are useless and can destroy your files irreversibly. if you want to restore your files write to emails contacts are at the bottom of the sheet and attach 2-3 encrypted files less than 5 mb each, non-archived and your files should not contain valuable information databases, backups, large excel sheets, etc. . you will receive decrypted samples and our conditions how to get the decoder. attention!!! your warranty - decrypted samples. do not rename encrypted files. do not try to decrypt your data using third party software. we don t need your files and your information. but after 2 weeks all your files and keys will be deleted automatically. contact emails: servicedigilogos protonmail.com or managersmaers tutanota.com the final price depends on how fast you write to us. clop",3,-0.52,pragmatic
clop,notes,"[snip] do not attempt to restore or move the files yourself. this may destroy them also a lot of sensitive data has been downloaded from your network for example: 10.30.12.98 d [snip] 10.30.13.2 y sqlbackup 10.40.10.162 d this is a small part. we downloaded all client's sql databases if you refuse to cooperate, all data will be published for free download on our portal: http: santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion - use tor browser contact us by email: unlock support-box.com unlock rsv-box.com or write to the chat at :- : http: npkoxkuygikbkpuf5yxte66um727wmdo2jtpg2djhb2e224i4r25v7ad.onion remote0 [snip] secret [snip] use tor browser",2,-0.57,cold threat
